twitter_id,facebook_id,youtube_id,handle,social_media,scraping frequency (times/hour),likes,followers,subscribers,video_views
1339835893,328853823844484,UCWKJBZhqH6w0uzUkkUeDhUA,@HillaryClinton,Twitter,3,,,,
