VNA:  37397C
 
MODEL:                       DATE:     11/06/2014  19:21        PAGE 1
DEVICE ID:                   OPERATOR:  
START:      4.600000000 GHz  GATE START:       -        ERROR CORR: NONE       
STOP:       4.660000000 GHz  GATE STOP:        -        AVERAGING:   1 PT 
STEP:       0.000037500 GHz  GATE:             -        IF BNDWDTH: 10 Hz 
                             WINDOW:           - 
                      ---CH1--- 
PARAMETER:              -S21-  
NORMALIZATION:      DATA & MEMORY 
REFERENCE PLANE:         0.0000mm 
SMOOTHING:           0.0 PERCENT 
DELAY APERTURE:           - 
MARKERS: 
MKR     FREQ          MAGNITUDE 
155    4.605775000    -32.078     
156    4.605812500    -32.030     
157    4.605850000    -30.095     
158    4.605887500    -30.939     
159    4.605925000    -32.605     
160    4.605962500    -30.929     
161    4.606000000    -31.290     
162    4.606037500    -31.557     
163    4.606075000    -33.892     
164    4.606112500    -29.313     
165    4.606150000    -31.711     
166    4.606187500    -29.770     
167    4.606225000    -30.984     
168    4.606262500    -32.904     
169    4.606300000    -29.986     
170    4.606337500    -33.915     
171    4.606375000    -30.388     
172    4.606412500    -33.567     
173    4.606450000    -30.478     
174    4.606487500    -36.709     
175    4.606525000    -32.782     
176    4.606562500    -32.788     
177    4.606600000    -32.464     
178    4.606637500    -32.634     
179    4.606675000    -31.992     
180    4.606712500    -33.872     
181    4.606750000    -31.615     
182    4.606787500    -32.207     
183    4.606825000    -33.143     
184    4.606862500    -31.918     
185    4.606900000    -29.560     
186    4.606937500    -32.356     
187    4.606975000    -33.722     
188    4.607012500    -30.758     
189    4.607050000    -28.726     
190    4.607087500    -32.351     
191    4.607125000    -34.096     
192    4.607162500    -32.296     
193    4.607200000    -32.569     
194    4.607237500    -31.271     
195    4.607275000    -35.954     
196    4.607312500    -33.749     
197    4.607350000    -31.461     
198    4.607387500    -34.127     
199    4.607425000    -32.782     
200    4.607462500    -30.100     
201    4.607500000    -29.812     
202    4.607537500    -30.857     
203    4.607575000    -30.113     
204    4.607612500    -32.829     
205    4.607650000    -35.298     
206    4.607687500    -33.898     
207    4.607725000    -32.179     
208    4.607762500    -33.398     
209    4.607800000    -29.646     
210    4.607837500    -32.256     
211    4.607875000    -32.756     
212    4.607912500    -33.975     
213    4.607950000    -32.464     
214    4.607987500    -32.257     
215    4.608025000    -30.876     
216    4.608062500    -29.964     
217    4.608100000    -33.267     
218    4.608137500    -32.055     
219    4.608175000    -33.804     
220    4.608212500    -31.047     
221    4.608250000    -34.157     
222    4.608287500    -30.211     
223    4.608325000    -34.900     
224    4.608362500    -33.402     
225    4.608400000    -29.921     
226    4.608437500    -32.601     
227    4.608475000    -35.688     
228    4.608512500    -33.219     
229    4.608550000    -32.068     
230    4.608587500    -31.746     
231    4.608625000    -30.937     
232    4.608662500    -36.447     
233    4.608700000    -33.251     
234    4.608737500    -30.164     
235    4.608775000    -33.506     
236    4.608812500    -29.018     
237    4.608850000    -31.718     
238    4.608887500    -31.104     
239    4.608925000    -32.400     
240    4.608962500    -33.902     
241    4.609000000    -32.000     
242    4.609037500    -32.952     
243    4.609075000    -33.510     
244    4.609112500    -33.460     
245    4.609150000    -32.634     
246    4.609187500    -34.135     
247    4.609225000    -32.670     
248    4.609262500    -35.378     
249    4.609300000    -32.224     
250    4.609337500    -31.823     
251    4.609375000    -34.368     
252    4.609412500    -30.140     
253    4.609450000    -33.948     
254    4.609487500    -32.649     
255    4.609525000    -32.897     
256    4.609562500    -32.269     
257    4.609600000    -31.494     
258    4.609637500    -31.764     
259    4.609675000    -35.913     
260    4.609712500    -35.709     
261    4.609750000    -32.125     
262    4.609787500    -35.735     
263    4.609825000    -32.738     
264    4.609862500    -34.904     
265    4.609900000    -30.274     
266    4.609937500    -37.902     
267    4.609975000    -35.807     
268    4.610012500    -29.208     
269    4.610050000    -33.723     
270    4.610087500    -31.717     
271    4.610125000    -34.476     
272    4.610162500    -38.714     
273    4.610200000    -30.350     
274    4.610237500    -32.333     
275    4.610275000    -34.049     
276    4.610312500    -32.599     
277    4.610350000    -32.024     
278    4.610387500    -37.280     
279    4.610425000    -33.937     
280    4.610462500    -32.474     
281    4.610500000    -34.251     
282    4.610537500    -31.386     
283    4.610575000    -34.149     
284    4.610612500    -33.622     
285    4.610650000    -36.346     
286    4.610687500    -33.650     
287    4.610725000    -31.877     
288    4.610762500    -34.305     
289    4.610800000    -33.519     
290    4.610837500    -34.785     
291    4.610875000    -31.195     
292    4.610912500    -36.277     
293    4.610950000    -36.434     
294    4.610987500    -33.053     
295    4.611025000    -33.052     
296    4.611062500    -32.488     
297    4.611100000    -37.959     
298    4.611137500    -35.460     
299    4.611175000    -38.806     
300    4.611212500    -32.015     
301    4.611250000    -34.833     
302    4.611287500    -32.769     
303    4.611325000    -32.385     
304    4.611362500    -34.960     
305    4.611400000    -33.244     
306    4.611437500    -33.417     
307    4.611475000    -33.492     
308    4.611512500    -32.346     
309    4.611550000    -30.958     
310    4.611587500    -35.543     
311    4.611625000    -36.919     
312    4.611662500    -33.291     
313    4.611700000    -34.063     
314    4.611737500    -33.058     
315    4.611775000    -30.776     
316    4.611812500    -31.863     
317    4.611850000    -33.408     
318    4.611887500    -35.276     
319    4.611925000    -39.150     
320    4.611962500    -33.111     
321    4.612000000    -37.195     
322    4.612037500    -35.980     
323    4.612075000    -34.222     
324    4.612112500    -36.815     
325    4.612150000    -31.785     
326    4.612187500    -32.693     
327    4.612225000    -29.894     
328    4.612262500    -31.774     
329    4.612300000    -34.827     
330    4.612337500    -34.441     
331    4.612375000    -32.301     
332    4.612412500    -32.679     
333    4.612450000    -34.046     
334    4.612487500    -35.416     
335    4.612525000    -35.484     
336    4.612562500    -35.104     
337    4.612600000    -36.772     
338    4.612637500    -31.978     
339    4.612675000    -33.640     
340    4.612712500    -33.226     
341    4.612750000    -32.015     
342    4.612787500    -32.525     
343    4.612825000    -34.201     
344    4.612862500    -35.782     
345    4.612900000    -34.330     
346    4.612937500    -42.564     
347    4.612975000    -36.937     
348    4.613012500    -31.812     
349    4.613050000    -36.281     
350    4.613087500    -34.123     
351    4.613125000    -38.423     
352    4.613162500    -32.805     
353    4.613200000    -38.491     
354    4.613237500    -41.639     
355    4.613275000    -31.837     
356    4.613312500    -32.486     
357    4.613350000    -32.291     
358    4.613387500    -32.927     
359    4.613425000    -38.669     
360    4.613462500    -31.934     
361    4.613500000    -39.191     
362    4.613537500    -35.867     
363    4.613575000    -38.158     
364    4.613612500    -33.704     
365    4.613650000    -34.868     
366    4.613687500    -37.398     
367    4.613725000    -33.738     
368    4.613762500    -35.294     
369    4.613800000    -35.943     
370    4.613837500    -38.397     
371    4.613875000    -39.256     
372    4.613912500    -37.131     
373    4.613950000    -34.278     
374    4.613987500    -35.133     
375    4.614025000    -41.370     
376    4.614062500    -43.095     
377    4.614100000    -36.981     
378    4.614137500    -36.921     
379    4.614175000    -33.478     
380    4.614212500    -33.199     
381    4.614250000    -41.479     
382    4.614287500    -35.317     
383    4.614325000    -39.607     
384    4.614362500    -38.016     
385    4.614400000    -32.869     
386    4.614437500    -34.027     
387    4.614475000    -36.328     
388    4.614512500    -36.966     
389    4.614550000    -35.700     
390    4.614587500    -37.967     
391    4.614625000    -33.454     
392    4.614662500    -37.076     
393    4.614700000    -32.523     
394    4.614737500    -39.905     
395    4.614775000    -35.690     
396    4.614812500    -37.455     
397    4.614850000    -37.337     
398    4.614887500    -36.210     
399    4.614925000    -39.092     
400    4.614962500    -43.457     
401    4.615000000    -33.173     
402    4.615037500    -38.505     
403    4.615075000    -36.137     
404    4.615112500    -34.111     
405    4.615150000    -35.820     
406    4.615187500    -32.494     
407    4.615225000    -36.935     
408    4.615262500    -40.338     
409    4.615300000    -37.345     
410    4.615337500    -35.315     
411    4.615375000    -44.910     
412    4.615412500    -40.174     
413    4.615450000    -37.908     
414    4.615487500    -33.738     
415    4.615525000    -36.492     
416    4.615562500    -38.261     
417    4.615600000    -39.807     
418    4.615637500    -34.300     
419    4.615675000    -38.806     
420    4.615712500    -35.584     
421    4.615750000    -38.872     
422    4.615787500    -37.043     
423    4.615825000    -37.426     
424    4.615862500    -36.496     
425    4.615900000    -39.287     
426    4.615937500    -30.509     
427    4.615975000    -35.521     
428    4.616012500    -35.170     
429    4.616050000    -38.586     
430    4.616087500    -36.189     
431    4.616125000    -36.952     
432    4.616162500    -36.272     
433    4.616200000    -40.800     
434    4.616237500    -37.832     
435    4.616275000    -37.768     
436    4.616312500    -34.832     
437    4.616350000    -35.193     
438    4.616387500    -37.768     
439    4.616425000    -34.367     
440    4.616462500    -45.603     
441    4.616500000    -39.190     
442    4.616537500    -35.091     
443    4.616575000    -58.156     
444    4.616612500    -39.367     
445    4.616650000    -40.590     
446    4.616687500    -36.908     
447    4.616725000    -36.513     
448    4.616762500    -36.068     
449    4.616800000    -37.268     
450    4.616837500    -33.563     
451    4.616875000    -38.708     
452    4.616912500    -36.352     
453    4.616950000    -38.192     
454    4.616987500    -32.212     
455    4.617025000    -42.089     
456    4.617062500    -46.072     
457    4.617100000    -45.070     
458    4.617137500    -37.343     
459    4.617175000    -37.423     
460    4.617212500    -47.895     
461    4.617250000    -37.325     
462    4.617287500    -35.989     
463    4.617325000    -45.157     
464    4.617362500    -43.797     
465    4.617400000    -42.145     
466    4.617437500    -38.908     
467    4.617475000    -55.212     
468    4.617512500    -47.493     
469    4.617550000    -38.466     
470    4.617587500    -49.866     
471    4.617625000    -40.209     
472    4.617662500    -39.420     
473    4.617700000    -38.946     
474    4.617737500    -40.290     
475    4.617775000    -45.899     
476    4.617812500    -38.430     
477    4.617850000    -49.267     
478    4.617887500    -35.843     
479    4.617925000    -46.050     
480    4.617962500    -43.952     
481    4.618000000    -41.846     
482    4.618037500    -44.502     
483    4.618075000    -51.947     
484    4.618112500    -38.067     
485    4.618150000    -34.016     
486    4.618187500    -61.561     
487    4.618225000    -36.526     
488    4.618262500    -38.403     
489    4.618300000    -49.463     
490    4.618337500    -59.316     
491    4.618375000    -42.269     
492    4.618412500    -37.938     
493    4.618450000    -44.497     
494    4.618487500    -41.263     
495    4.618525000    -39.751     
496    4.618562500    -49.402     
497    4.618600000    -37.335     
498    4.618637500    -39.707     
499    4.618675000    -45.246     
500    4.618712500    -38.772     
501    4.618750000    -42.136     
502    4.618787500    -46.854     
503    4.618825000    -44.661     
504    4.618862500    -49.237     
505    4.618900000    -53.227     
506    4.618937500    -47.327     
507    4.618975000    -46.441     
508    4.619012500    -50.126     
509    4.619050000    -47.064     
510    4.619087500    -44.464     
511    4.619125000    -51.723     
512    4.619162500    -41.797     
513    4.619200000    -42.391     
514    4.619237500    -45.103     
515    4.619275000    -41.472     
516    4.619312500    -42.111     
517    4.619350000    -47.597     
518    4.619387500    -53.680     
519    4.619425000    -45.352     
520    4.619462500    -58.580     
521    4.619500000    -36.725     
522    4.619537500    -44.169     
523    4.619575000    -48.504     
524    4.619612500    -48.522     
525    4.619650000    -45.336     
526    4.619687500    -46.650     
527    4.619725000    -42.181     
528    4.619762500    -45.551     
529    4.619800000    -38.577     
530    4.619837500    -45.411     
531    4.619875000    -46.139     
532    4.619912500    -45.686     
533    4.619950000    -44.331     
534    4.619987500    -56.093     
535    4.620025000    -42.259     
536    4.620062500    -47.210     
537    4.620100000    -55.950     
538    4.620137500    -51.872     
539    4.620175000    -40.819     
540    4.620212500    -45.272     
541    4.620250000    -44.841     
542    4.620287500    -50.651     
543    4.620325000    -45.933     
544    4.620362500    -46.820     
545    4.620400000    -39.772     
546    4.620437500    -44.213     
547    4.620475000    -55.206     
548    4.620512500    -47.467     
549    4.620550000    -41.782     
550    4.620587500    -44.541     
551    4.620625000    -43.801     
552    4.620662500    -45.303     
553    4.620700000    -39.757     
554    4.620737500    -45.274     
555    4.620775000    -43.675     
556    4.620812500    -42.731     
557    4.620850000    -46.297     
558    4.620887500    -50.364     
559    4.620925000    -41.224     
560    4.620962500    -43.617     
561    4.621000000    -53.530     
562    4.621037500    -40.554     
563    4.621075000    -38.905     
564    4.621112500    -38.985     
565    4.621150000    -43.990     
566    4.621187500    -44.295     
567    4.621225000    -41.925     
568    4.621262500    -48.493     
569    4.621300000    -43.890     
570    4.621337500    -46.289     
571    4.621375000    -47.982     
572    4.621412500    -46.111     
573    4.621450000    -48.907     
574    4.621487500    -40.952     
575    4.621525000    -39.683     
576    4.621562500    -45.855     
577    4.621600000    -41.061     
578    4.621637500    -43.452     
579    4.621675000    -43.113     
580    4.621712500    -39.076     
581    4.621750000    -36.323     
582    4.621787500    -39.230     
583    4.621825000    -39.281     
584    4.621862500    -37.559     
585    4.621900000    -41.338     
586    4.621937500    -36.486     
587    4.621975000    -42.577     
588    4.622012500    -40.052     
589    4.622050000    -39.863     
590    4.622087500    -35.253     
591    4.622125000    -37.214     
592    4.622162500    -33.025     
593    4.622200000    -41.377     
594    4.622237500    -46.211     
595    4.622275000    -37.364     
596    4.622312500    -40.751     
597    4.622350000    -39.369     
598    4.622387500    -38.747     
599    4.622425000    -38.916     
600    4.622462500    -36.486     
601    4.622500000    -39.059     
602    4.622537500    -34.829     
603    4.622575000    -36.282     
604    4.622612500    -34.745     
605    4.622650000    -36.404     
606    4.622687500    -34.842     
607    4.622725000    -33.084     
608    4.622762500    -36.659     
609    4.622800000    -37.431     
610    4.622837500    -34.411     
611    4.622875000    -39.436     
612    4.622912500    -38.547     
613    4.622950000    -34.391     
614    4.622987500    -38.389     
615    4.623025000    -36.864     
616    4.623062500    -37.175     
617    4.623100000    -37.260     
618    4.623137500    -35.519     
619    4.623175000    -34.047     
620    4.623212500    -39.122     
621    4.623250000    -48.809     
622    4.623287500    -33.952     
623    4.623325000    -34.334     
624    4.623362500    -35.791     
625    4.623400000    -34.084     
626    4.623437500    -33.077     
627    4.623475000    -32.275     
628    4.623512500    -35.898     
629    4.623550000    -37.829     
630    4.623587500    -38.700     
631    4.623625000    -33.207     
632    4.623662500    -35.743     
633    4.623700000    -45.415     
634    4.623737500    -37.974     
635    4.623775000    -35.105     
636    4.623812500    -36.087     
637    4.623850000    -33.311     
638    4.623887500    -34.529     
639    4.623925000    -34.065     
640    4.623962500    -34.242     
641    4.624000000    -32.424     
642    4.624037500    -35.559     
643    4.624075000    -36.043     
644    4.624112500    -34.198     
645    4.624150000    -32.968     
646    4.624187500    -36.789     
647    4.624225000    -33.596     
648    4.624262500    -32.801     
649    4.624300000    -30.856     
650    4.624337500    -36.752     
651    4.624375000    -32.120     
652    4.624412500    -30.279     
653    4.624450000    -36.956     
654    4.624487500    -30.624     
655    4.624525000    -38.092     
656    4.624562500    -33.080     
657    4.624600000    -32.139     
658    4.624637500    -30.398     
659    4.624675000    -31.297     
660    4.624712500    -29.443     
661    4.624750000    -31.983     
662    4.624787500    -32.115     
663    4.624825000    -33.289     
664    4.624862500    -31.127     
665    4.624900000    -31.016     
666    4.624937500    -29.355     
667    4.624975000    -30.539     
668    4.625012500    -29.863     
669    4.625050000    -32.072     
670    4.625087500    -27.723     
671    4.625125000    -29.942     
672    4.625162500    -30.521     
673    4.625200000    -29.244     
674    4.625237500    -27.678     
675    4.625275000    -28.531     
676    4.625312500    -28.768     
677    4.625350000    -29.905     
678    4.625387500    -29.625     
679    4.625425000    -29.860     
680    4.625462500    -28.735     
681    4.625500000    -31.591     
682    4.625537500    -29.590     
683    4.625575000    -29.775     
684    4.625612500    -28.252     
685    4.625650000    -27.489     
686    4.625687500    -29.646     
687    4.625725000    -29.176     
688    4.625762500    -28.397     
689    4.625800000    -27.462     
690    4.625837500    -30.027     
691    4.625875000    -27.315     
692    4.625912500    -29.247     
693    4.625950000    -27.961     
694    4.625987500    -28.792     
695    4.626025000    -27.476     
696    4.626062500    -25.773     
697    4.626100000    -26.170     
698    4.626137500    -27.602     
699    4.626175000    -26.776     
700    4.626212500    -26.747     
701    4.626250000    -26.440     
702    4.626287500    -27.647     
703    4.626325000    -28.950     
704    4.626362500    -26.663     
705    4.626400000    -26.734     
706    4.626437500    -26.086     
707    4.626475000    -27.563     
708    4.626512500    -26.256     
709    4.626550000    -26.100     
710    4.626587500    -27.971     
711    4.626625000    -25.306     
712    4.626662500    -25.914     
713    4.626700000    -25.575     
714    4.626737500    -24.755     
715    4.626775000    -26.386     
716    4.626812500    -25.236     
717    4.626850000    -26.352     
718    4.626887500    -24.913     
719    4.626925000    -25.939     
720    4.626962500    -25.431     
721    4.627000000    -25.678     
722    4.627037500    -24.612     
723    4.627075000    -24.366     
724    4.627112500    -24.601     
725    4.627150000    -23.985     
726    4.627187500    -24.243     
727    4.627225000    -24.760     
728    4.627262500    -25.139     
729    4.627300000    -23.886     
730    4.627337500    -22.991     
731    4.627375000    -24.522     
732    4.627412500    -23.908     
733    4.627450000    -23.719     
734    4.627487500    -23.960     
735    4.627525000    -23.504     
736    4.627562500    -23.398     
737    4.627600000    -24.438     
738    4.627637500    -23.183     
739    4.627675000    -24.727     
740    4.627712500    -22.464     
741    4.627750000    -22.446     
742    4.627787500    -24.012     
743    4.627825000    -22.904     
744    4.627862500    -22.538     
745    4.627900000    -23.768     
746    4.627937500    -23.008     
747    4.627975000    -20.700     
748    4.628012500    -22.124     
749    4.628050000    -21.824     
750    4.628087500    -21.691     
751    4.628125000    -22.269     
752    4.628162500    -22.264     
753    4.628200000    -20.851     
754    4.628237500    -21.608     
755    4.628275000    -21.330     
756    4.628312500    -22.308     
757    4.628350000    -20.529     
758    4.628387500    -21.191     
759    4.628425000    -20.642     
760    4.628462500    -20.148     
761    4.628500000    -19.872     
762    4.628537500    -20.536     
763    4.628575000    -19.911     
764    4.628612500    -20.757     
765    4.628650000    -20.020     
766    4.628687500    -20.248     
767    4.628725000    -20.257     
768    4.628762500    -19.685     
769    4.628800000    -19.517     
770    4.628837500    -19.448     
771    4.628875000    -19.174     
772    4.628912500    -19.519     
773    4.628950000    -19.002     
774    4.628987500    -18.816     
775    4.629025000    -18.549     
776    4.629062500    -18.415     
777    4.629100000    -18.663     
778    4.629137500    -18.116     
779    4.629175000    -18.113     
780    4.629212500    -18.940     
781    4.629250000    -18.132     
782    4.629287500    -17.375     
783    4.629325000    -17.309     
784    4.629362500    -17.694     
785    4.629400000    -17.216     
786    4.629437500    -17.068     
787    4.629475000    -17.308     
788    4.629512500    -17.268     
789    4.629550000    -16.727     
790    4.629587500    -17.134     
791    4.629625000    -16.746     
792    4.629662500    -16.732     
793    4.629700000    -16.832     
794    4.629737500    -16.570     
795    4.629775000    -15.925     
796    4.629812500    -15.895     
797    4.629850000    -15.928     
798    4.629887500    -15.518     
799    4.629925000    -16.249     
800    4.629962500    -15.335     
801    4.630000000    -15.200     
802    4.630037500    -15.324     
803    4.630075000    -14.872     
804    4.630112500    -15.245     
805    4.630150000    -14.584     
806    4.630187500    -14.822     
807    4.630225000    -14.784     
808    4.630262500    -14.006     
809    4.630300000    -14.694     
810    4.630337500    -14.538     
811    4.630375000    -14.132     
812    4.630412500    -14.315     
813    4.630450000    -14.098     
814    4.630487500    -14.030     
815    4.630525000    -13.677     
816    4.630562500    -13.264     
817    4.630600000    -13.685     
818    4.630637500    -22.082     
819    4.630675000    -22.076     
820    4.630712500    -21.472     
821    4.630750000    -22.151     
822    4.630787500    -20.937     
823    4.630825000    -21.364     
824    4.630862500    -21.091     
825    4.630900000    -21.490     
826    4.630937500    -22.465     
827    4.630975000    -21.133     
828    4.631012500    -21.057     
829    4.631050000    -20.341     
830    4.631087500    -20.811     
831    4.631125000    -21.055     
832    4.631162500    -20.270     
833    4.631200000    -20.457     
834    4.631237500    -19.406     
835    4.631275000    -20.146     
836    4.631312500    -19.831     
837    4.631350000    -19.612     
838    4.631387500    -19.316     
839    4.631425000    -19.142     
840    4.631462500    -19.758     
841    4.631500000    -18.892     
842    4.631537500    -19.004     
843    4.631575000    -18.552     
844    4.631612500    -18.843     
845    4.631650000    -18.855     
846    4.631687500    -18.658     
847    4.631725000    -17.946     
848    4.631762500    -17.794     
849    4.631800000    -17.835     
850    4.631837500    -18.422     
851    4.631875000    -17.331     
852    4.631912500    -17.218     
853    4.631950000    -17.861     
854    4.631987500    -17.503     
855    4.632025000    -17.668     
856    4.632062500    -16.973     
857    4.632100000    -16.633     
858    4.632137500    -16.799     
859    4.632175000    -16.862     
860    4.632212500    -16.671     
861    4.632250000    -16.382     
862    4.632287500    -15.901     
863    4.632325000    -16.101     
864    4.632362500    -15.873     
865    4.632400000    -16.051     
866    4.632437500    -15.660     
867    4.632475000    -15.586     
868    4.632512500    -15.387     
869    4.632550000    -15.597     
870    4.632587500    -15.202     
871    4.632625000    -15.207     
872    4.632662500    -15.018     
873    4.632700000    -15.332     
874    4.632737500    -14.742     
875    4.632775000    -14.806     
876    4.632812500    -14.826     
877    4.632850000    -13.937     
878    4.632887500    -14.301     
879    4.632925000    -14.109     
880    4.632962500    -13.598     
881    4.633000000    -14.051     
882    4.633037500    -13.897     
883    4.633075000    -13.609     
884    4.633112500    -13.271     
885    4.633150000    -13.441     
886    4.633187500    -13.314     
887    4.633225000    -13.222     
888    4.633262500    -13.426     
889    4.633300000    -12.855     
890    4.633337500    -12.954     
891    4.633375000    -13.086     
892    4.633412500    -12.506     
893    4.633450000    -12.786     
894    4.633487500    -12.612     
895    4.633525000    -12.111     
896    4.633562500    -12.338     
897    4.633600000    -12.368     
898    4.633637500    -12.263     
899    4.633675000    -12.274     
900    4.633712500    -12.087     
901    4.633750000    -12.111     
902    4.633787500    -12.020     
903    4.633825000    -12.443     
904    4.633862500    -11.981     
905    4.633900000    -11.986     
906    4.633937500    -11.839     
907    4.633975000    -11.797     
908    4.634012500    -12.235     
909    4.634050000    -11.932     
910    4.634087500    -12.102     
911    4.634125000    -11.975     
912    4.634162500    -12.384     
913    4.634200000    -12.018     
914    4.634237500    -11.712     
915    4.634275000    -11.898     
916    4.634312500    -12.253     
917    4.634350000    -12.116     
918    4.634387500    -12.267     
919    4.634425000    -12.144     
920    4.634462500    -16.983     
921    4.634500000    -17.232     
922    4.634537500    -17.192     
923    4.634575000    -17.392     
924    4.634612500    -17.030     
925    4.634650000    -17.337     
926    4.634687500    -17.117     
927    4.634725000    -17.619     
928    4.634762500    -17.117     
929    4.634800000    -17.384     
930    4.634837500    -17.520     
931    4.634875000    -17.443     
932    4.634912500    -17.725     
933    4.634950000    -17.691     
934    4.634987500    -18.193     
935    4.635025000    -18.269     
936    4.635062500    -18.327     
937    4.635100000    -17.576     
938    4.635137500    -18.512     
939    4.635175000    -18.243     
940    4.635212500    -18.317     
941    4.635250000    -18.470     
942    4.635287500    -18.127     
943    4.635325000    -18.276     
944    4.635362500    -18.753     
945    4.635400000    -18.160     
946    4.635437500    -18.482     
947    4.635475000    -18.333     
948    4.635512500    -18.797     
949    4.635550000    -18.679     
950    4.635587500    -18.501     
